"Original Text","Predicted Target","Predicted Stance","Ground Truth Target","Ground Truth Stance"
"Ofgem's current remit is a barrier to increasing grid capacity which is slowing renewables growth. If we had the new wind and solar farms that the Government was seeking to procure in this in this years clean energy auction every household would have saved 100 on their bills.","clean energy","FAVOR","clean energy auction","FAVOR"
"By all means, take your heath care advice from Rob Schneider, right wing TV hosts and speakers at CPAC. Let them put you on a vent or do your surgery. Keep us posted on how that goes. Have fun.","gay rights","AGAINST","CPAC","FAVOR"
"My girl is a dual Saudi American. In women s rights activists get detained tortured see: LoujainHathloul . We escaped saudi made it to the USA in 2019. My daughters teacher texted me today saying she is leading girls rights protests at school I AM SO PROUD!!!!","saudi arabia","FAVOR","girls rights protests","FAVOR"
"Teflon is manufactured by DuPont. It contains C8, which is a likely human carcinogen, according to the Environmental Protection Agency.","c8","AGAINST","Teflon","NONE"
"Met a post-COVID ICU patient in clinic yesterday - he is home, off O2 grateful and ashamed for being duped by misinformation but is now vax'd! ...we all cried. sharing his gratitude w RN RT MD colleagues who need a contrast from tragedies that we see too often","misinformation","FAVOR","post-COVID ICU patient","FAVOR"
"Lenny Henry, ""these little islands all of a sudden created this immense cultural output"". He states that was due to Black Immigration. The native people of this island had too many achievements to mention long before black immigration.","immigrants","AGAINST","Lenny Henry","NONE"
"Today, we're highlighting Lil Nas X. From the hit record Old Town Road to Montero, his rise has been every bit of thrilling. With his unique and daring style, the pop star has been redefining the music industry. He's become a role model for LGBTQ artists all around the world","gay rights","FAVOR","Music Industry","NONE"
"Today, we're highlighting Lil Nas X. From the hit record Old Town Road to Montero, his rise has been every bit of thrilling. With his unique and daring style, the pop star has been redefining the music industry. He's become a role model for LGBTQ artists all around the world","lgbtq artists","FAVOR","LGBTQ Artists","FAVOR"
"At my centre, the not so new Resident Doctors have not been paid Salary in 6 months. I listened to these guys rant and lament yesterday, and I could only imagine their pain. Health workers are not treated right in this country! Our patients and the public need to know.","health care","FAVOR","Health workers","FAVOR"
"When your medical insurance policy says that it covers inpatient and outpatient facilities, what does that mean? It means you are protected from liabilities associated with anything from a doctor s visit to hospitalization. uap rw","medical insurance","FAVOR","doctor's visit","NONE"
"Happening now in the NC Senate. Sen Hise emphasizes that H149 provides access to health insurance AND to healthcare providers. The Senate is prepared to","health insurance","FAVOR","H149","FAVOR"
"TYT exists so that fans of Bernie and AOC can mainline empire propaganda while still feeling like leftist revolutionaries. 72 433 2,381","bernie sanders","AGAINST","TYT","AGAINST"
"When a standup comedian makes more than a professional women's soccer player, something's not right, and this is coming from a standup comedian. Watch the Cooligans tonight at 7pm ET","equal pay for women","FAVOR","Standup Comedian","NONE"
"INTERNATIONAL STUDENT AWARD And the winner is Halle Mathieson MA Dance: Creative Dance Education Congratulations! 0:08 63 views","student","FAVOR","Halle Mathieson","FAVOR"
"Danish social democracy just can't compare to the tricky Marxist tactics of these deep woke English lads","capitalism","AGAINST","Marxist tactics","AGAINST"
"I'm very impressed what's possible on stock iPhone WeatherHTML by thewaytozion .. thank you Template by screenshot pro","iphone","FAVOR","Template by screenshot pro","FAVOR"
"Catherine Murphy says ""the new NMH is the most significant investment in decades in women's healthcare. We have to get this right."" It's unthinkable that this generation's and future generations' reproductive health will be overseen by the Catholic Church. Holly Cairns TD HollyCairnsTD Jun 22, 2021 We fought hard to repeal the 8th - we cannot allow our to be gifted to a religious entity which will restrict our access to reproductive health care. The SocDems are bringing a motion to the D il tomorrow - please share and contact your TDs .","catholic church","AGAINST","NMH","FAVOR"
"Iphone 7Plus 256Gb Red Factory Unlock Battery Health : 100 Full package : Screen Protector Headphone Charger Cover Price: 350 509","iphone","FAVOR","Iphone 7Plus 256Gb","NONE"
"Every kid who asked for a water cup and filled it with soda is now a leftist organizer","climate change","AGAINST","Leftist Organizer","AGAINST"
"Sept OPEX is seasonally very bullish. Should see how it works during the mid-term election years. SPY","mid-term election","FAVOR","Sept OPEX","NONE"
"this dude speaks the truth Disney Aneta Rousov anetyone Jun 28, 2021 its little too late, life is little too short and for we are waiting little too .sooo long C mon Disney how long is enough? Its time for party! lets do it!","disney","FAVOR","Disney Aneta Rousov anetyone","NONE"
"Wolfgang Kromp, one of the authors, was instrumental in the rejection of fossil free nuclear energy in Austria in 1978. The referendum prevented the start up of the newly built and competed Zwentendorf Nuclear Power Plant.","nuclear energy","FAVOR","Wolfgang Kromp","NONE"
"Irony that there is subsidy for electric vehicles but no subsidy for electric bicycles. Even more ironical that GST rate is 5 for electric bicycles but 12 for pedal bikes! No subsidy for mybyk in and yet we managed to survive and rearing to thrive!","subsidy","FAVOR","Subsidy For Electric Bicycles","AGAINST"
"China-based Empire Cement s McCarthy Hills cement plant in Accra was shut down by Ghana s Environmental Protection Agency for operating without a permit after protests from local residents concerned that the plant would contaminate their water.","pollution","FAVOR","McCarthy Hills cement plant","AGAINST"
"The gay movement, in about 7 years, went from equal rights! to go f ing die in a trench war if you don t wear a pride shirt! Clay Travis ClayTravis Jan 18 NHL analyst says on the NHL Network! that if Philly Flyers Provorov doesn t want to wear a pro-LBGTQ uniform he should leave America, go back to Russia, and fight in the war against Ukraine. The tolerant left! Holy shit: Show this thread 3,445 9,169 63.1K 16M","gay rights","AGAINST","Philly Flyers Provorov","AGAINST"
"Lord Jesus I promise this is the last time I get the cheapest medical insurance. Just help me get through this ghetto mess! 2","obamacare","AGAINST","Lord Jesus","NONE"
"POST-COVID Kids New CDCgov report showing quite clearly that children are at significantly more risk for life-threatening diagnoses after COVID infection. Very convincing evidence that prevention of COVID-19 in children is very important to reduce childhood mortality. 1 ALT 342 4,531 7,043","vaccines","FAVOR","prevention of COVID-19 in children","FAVOR"
"And what, exactly, do they propose to do to ""clean up this mess""? Are they going to lower the price of energy and gasoline? Why, that sounds like the National Energy Program!","climate change","FAVOR","price of energy and gasoline","AGAINST"
"Its so funny to see mcu people twisting themselves into knots to argue disney loki making a boring hettie love story is a brave and brazen move towards bisexuality or whatever like ohhh my godddd a man and a woman just got called ""romantic"" because they locked eyes. WOKE!","disney","AGAINST","mcu people","AGAINST"
"western leftist activism anything that makes me feel bad about my horrible life choices or disgusting behaviour should be illegal","legalization of weed","AGAINST","western leftist activism","NONE"
